# sefstars.txt -- generated by scripts/build_stars.py, do not edit.
# Source: Yale Bright Star Catalogue, 5th Revised Edition (Hoffleit & Warren
# 1991, ADC/CDS V/50), public domain. 9096 stars.
#
# Columns are the Swiss Ephemeris sefstars format:
#   traditional name, nomenclature name, equinox, RA h/m/s, Dec d/m/s,
#   pmRA (0.001"/yr * cos dec), pmDec (0.001"/yr), radial velocity (km/s),
#   parallax (0.001"), V magnitude
#
# The traditional name is HRnnnn so that every star is addressable by its
# Harvard Revised number; the nomenclature name carries the Bayer/Flamsteed
# designation where BSC5 has one.
HR0192,21Cas,2000,00,45,39.0000,+74,59,17.000,-18.00,-26.00,9.0,0.00,5.66
HR0193,omiCas,2000,00,44,43.5000,+48,17,04.000,19.00,-8.00,-17.0,0.00,4.54
HR0194,ph1Cet,2000,00,44,11.4000,-10,36,34.000,-9.00,-113.00,1.0,22.00,4.76
HR0195,la2Scl,2000,00,44,12.1000,-38,25,18.000,244.00,113.00,27.0,10.00,5.90
HR0196,HR0196,2000,00,45,17.2000,+55,13,18.000,-25.00,2.00,-9.0,12.00,5.42
HR0197,HR0197,2000,00,44,44.4000,-22,00,22.000,-66.00,83.00,12.0,48.00,5.24
HR0198,HR0198,2000,00,44,57.1000,-42,40,36.000,-86.00,-102.00,10.0,0.00,5.94
HR0199,HR0199,2000,00,44,32.3000,-62,29,52.000,143.00,-5.00,-4.0,0.00,6.07
HR0200,HR0200,2000,00,46,39.0000,+69,19,30.000,196.00,1.00,-14.0,0.00,6.33
HR0201,HR0201,2000,00,45,24.1000,-04,37,45.000,28.00,33.00,7.0,0.00,6.15
HR0202,HR0202,2000,00,45,00.0000,-53,42,54.000,230.00,0.00,14.0,0.00,6.15
HR0203,18Cet,2000,00,45,28.7000,-12,52,51.000,-34.00,-201.00,-13.0,0.00,6.15
HR0204,HR0204,2000,00,46,15.1000,+55,18,19.000,15.00,-12.00,-8.0,0.00,6.52
HR0205,HR0205,2000,00,46,10.9000,+44,51,41.000,28.00,-9.00,0.0,0.00,6.05
HR0206,HR0206,2000,00,45,41.7000,-16,25,27.000,14.00,-5.00,-0.0,0.00,6.47
HR0207,HR0207,2000,00,46,42.4000,+59,34,28.000,-8.00,-1.00,-15.0,0.00,6.39
HR0208,23Cas,2000,00,47,46.1000,+74,50,51.000,15.00,-9.00,-3.0,0.00,5.41
HR0209,HR0209,2000,00,45,45.6000,-47,33,06.000,184.00,86.00,-11.0,49.00,5.80
HR0210,HR0210,2000,00,46,11.8000,-22,31,19.000,201.00,-6.00,-15.0,21.00,5.50
HR0211,57Psc,2000,00,46,33.0000,+15,28,32.000,-27.00,-44.00,-27.0,15.00,5.38
HR0212,HR0212,2000,00,48,09.1000,+72,40,30.000,130.00,24.00,1.0,0.00,5.87
HR0213,58Psc,2000,00,47,01.5000,+11,58,26.000,58.00,-36.00,-1.0,0.00,5.50
HR0214,59Psc,2000,00,47,13.6000,+19,34,44.000,104.00,11.00,0.0,0.00,6.13
HR0215,zeAnd,2000,00,47,20.3000,+24,16,02.000,-100.00,-83.00,-24.0,37.00,4.06
HR0216,60Psc,2000,00,47,23.6000,+06,44,27.000,14.00,-15.00,14.0,0.00,5.99
HR0217,61Psc,2000,00,47,54.8000,+20,55,31.000,157.00,6.00,1.0,22.00,6.54
HR0218,HR0218,2000,00,47,43.3000,-18,03,41.000,43.00,31.00,2.0,0.00,5.70
HR0219,etCas,2000,00,49,06.0000,+57,48,57.000,1100.00,-529.00,9.0,176.00,3.44
HR0220,HR0220,2000,00,48,01.1000,-21,43,21.000,28.00,-11.00,21.0,0.00,5.57
HR0221,62Psc,2000,00,48,17.4000,+07,18,00.000,111.00,4.00,-0.0,0.00,5.93
HR0222,HR0222,2000,00,48,23.0000,+05,16,50.000,758.00,-1146.00,-13.0,145.00,5.75
HR0223,nuCas,2000,00,48,50.1000,+50,58,06.000,35.00,-6.00,9.0,0.00,4.89
HR0224,dePsc,2000,00,48,41.0000,+07,35,06.000,85.00,-52.00,32.0,19.00,4.43
HR0225,64Psc,2000,00,48,58.7000,+16,56,26.000,-3.00,-204.00,2.0,47.00,5.07
HR0226,nuAnd,2000,00,49,48.8000,+41,04,44.000,23.00,-19.00,-24.0,0.00,4.53
HR0227,HR0227,2000,00,49,25.6000,-13,33,41.000,105.00,-104.00,4.0,0.00,5.59
HR0228,HR0228,2000,00,49,13.9000,-24,08,11.000,78.00,-51.00,23.0,0.00,5.90
HR0229,HR0229,2000,00,48,56.7000,-46,41,52.000,-8.00,17.00,12.0,0.00,6.27
HR0230,65Psc,2000,00,49,52.8000,+27,42,39.000,84.00,-10.00,5.0,11.00,7.00
HR0231,65Psc,2000,00,49,53.2000,+27,42,37.000,91.00,-9.00,7.0,11.00,7.10
HR0232,HR0232,2000,00,49,33.4000,-23,21,42.000,-8.00,0.00,12.0,0.00,6.28
HR0233,HR0233,2000,00,50,43.6000,+64,14,51.000,30.00,-12.00,3.0,0.00,5.39
